publication_date,news_section,travel_departure_date,travel_duration,travel_arrival_date,travel_departure_port,travel_port_of_call_list,travel_arrival_port,ship_type,ship_name,cargo_list,master_role,master_name,parsed_text
1851-12-25,E,1851-10-18,67dias,1851-12-24,la CoruA+-a,nan,La Habana,berg esp,Pepillo,"con frutos, A! los S es. Nuriega, O. y comp.-Pas. 14, De AvilA(c)s v Pto. Rico on 45 dias frag. cap. Eusebis, cap. Casariego, sun. 309, con frutos, A  D. F. F. Corugedo.-Pa. sageros 231.",cap,Conande.,"De la CoruA+-a en 67 dias berg esp Pepillo, cap Conande. ton. 94, con frutos, A! los S es. Nuriega, O. y comp.-Pas. 14, De AvilA(c)s v Pto. Rico on 45 dias frag. cap. Eusebis, cap. Casariego, sun. 309, con frutos, A  D. F. F. Corugedo.-Pa. sageros 231."
1851-12-25,E,1851-12-03,21?,1851-12-24,Nueva Barcelona,Matanzas,La Habana,"dias,berg esp.",Ga. Ilina.,con tasajo. A  D. C. Koig.,cap.,Freixas,"De Nueva Barcelona y Matanzas en 21 dias,berg esp. Ga. Ilina. cap. Freixas, ton 127. con tasajo. A  D. C. Koig."
1851-12-26,E,1851-12-22,3dias,1851-12-25,Charleston,"Savannah,Cayo Hueso",La Habana,vapor am.,Isalel,"on lastre, A! los Sres. Drake, H. y comp. Parag. 49.",cap.,Rollins,"e Charleston, Savannah y Cayo Hueso en 3 dias vapor am. Isalel, cap. Rollins, ton. 1115, on lastre, A! los Sres. Drake, H. y comp. Parag. 49."
1851-12-26,E,1851-10-13,73dias,1851-12-25,New-Port,nan,La Habana,berg. ing.,Favorite,"con carbon, A! los bres. Crawford y Echarte:",cap.,Parker,"De New-Port eu 73 dias berg. ing. Favorite, cap. Parker, ton. 206, con carbon, A! los bres. Crawford y Echarte:"
1851-12-26,E,1851-10-13,73dias,1851-12-25,Londres,Dovers,La Habana,berg. esp.,Buen Jesus,"con merenneins, A! los Sren. Lawton y Tolme. De Manga en 65 dias berg. esp. San JosA(c), cap. Longa, ton. 149, con frutos, A! los Sres. Pardo, S. Pelayo y comp.",cap.,Munitis,"De Londres y Dovers en 73 dias berg. esp. Buen Jesus, cap. Munitis, tn 129, con merenneins, A! los Sren. Lawton y Tolme. De Manga en 65 dias berg. esp. San JosA(c), cap. Longa, ton. 149, con frutos, A! los Sres. Pardo, S. Pelayo y comp."
1851-12-26,E,1851-10-19,67?,1851-12-25,Santander,Cubs,La Habana,borz. esp.,Eupresa,"con harina, A  D. J. de S. Alvear.",cap.,Arriage,"De Santander y Cubs en 67 borz. esp. Eupresa, cap. Arriage, ton. 267, con harina, A  D. J. de S. Alvear."
1851-12-26,E,1851-12-22,3dins,1851-12-25,la Ortigosa,nan,La Habana,frag. am.,Yuba,"con miales A!i os Sres. Ulrioi, P. y comp.",cap.,Crowell,"De la Ortigosa en 3 dins frag. am. Yuba, cap. Crowell, tn. 228. con miales A!i os Sres. Ulrioi, P. y comp."
1851-12-28,E,1851-11-11,46dias,1851-12-27,o Barcelona,nan,La Habana,frag. esp.,Sirona,"con frutor, A! D. C. Roig.-Pasag. 35 Be Hamburgo en 68 dine berg. cap. Hermoso Habanero, en Sebeira, ton. 173, con mercancAas, A! los Sres. Ohlmeyer y D!D, -Parag. I.",ap,Koig,"o Barcelona en 46 dias frag. esp. Sirona, oap Koig, ton. 300. con frutor, A! D. C. Roig.-Pasag. 35 Be Hamburgo en 68 dine berg. cap. Hermoso Habanero, en Sebeira, ton. 173, con mercancAas, A! los Sres. Ohlmeyer y D!D, -Parag. I."
1851-12-28,E,1851-11-10,47dias,1851-12-27,o Barcelona,MA!laga,La Habana,pol. esp.,Acancia,"12 dias berg. esn. Juliana, cap. Lurrinaga, ton. 115 con harina, a D. A de la Torriente.",p. De,Fantander,"Do Barcelona y MA!laga en 47 dias pol. esp. Acancia, capit Millet, ton 200, con frutos, a lot Eres Ricart, Hy comp. De Fantander en 12 dias berg. esn. Juliana, cap. Lurrinaga, ton. 115 con harina, a D. A de la Torriente."
1851-12-28,E,1851-11-12,45dias,1851-12-27,Buenos Aires,Matanz is,La Habana,berg. esp.,Lindo,"con tusajo, A! los Sres. SamA! y comp. Do Bath en 30 dias frag. am Henry Walker, capit. Read, ton. 322, con cnvases, A! los Sres. Drake, 11. y comp. A puestas del Sol ao quedaba buque a la vista",ap.,Ferrer,"De Buenos Aires y Matanz is en 45 dias berg. esp. Lindo, oap. Ferrer, ton, 195, con tusajo, A! los Sres. SamA! y comp. Do Bath en 30 dias frag. am Henry Walker, capit. Read, ton. 322, con cnvases, A! los Sres. Drake, 11. y comp. A puestas del Sol ao quedaba buque a la vista"
1851-12-30,E,1851-12-14,15dias,1851-12-29,Point-A -Pitro,nan,La Habana,berg. frane.,Bouvreuill,"berg, am. Dormont Loke, capitan Geens, ton. 13, con envases, a los Sree. Morison, D. y C A puestas del Sol no quedaba buque A  In vista.",p. De,Bucksport,"De Point-A -Pitro en 15 dias berg. frane. Bouvreuill, capit. Avril, ton. 185, en lastre, A  los Sres. Mangoaga. Dy comp. De Bucksport on 18 dias berg, am. Dormont Loke, capitan Geens, ton. 13, con envases, a los Sree. Morison, D. y C A puestas del Sol no quedaba buque A  In vista."
1853-01-11,E,1852-11-14,57dias,1853-01-10,s New-Port,nan,La Habana,1-erg.,Ing. Gondo'a,"166, con carbon, A! los Sres. Vignier, R. y comp.",cap.,Cole,"s New-Port en 57 dias 1-erg. Ing. Gondo'a, cap. Cole, toa. 166, con carbon, A! los Sres. Vignier, R. y comp."
1853-01-11,E,1852-12-30,11dias,1853-01-10,Veracruz,nan,La Habana,berg. es.,Martin,"con efectos, A! 1. M. Santetices.",cap.,Escalza,"De Veracruz en 11 dias berg. es. Martin, cap. Escalza, ton. 161, con efectos, A! 1. M. Santetices."
1853-01-21,E,1853-01-14,6dins,1853-01-20,He New York,nan,La Habana,vapor amer.,Empire City.,"con diner, A! los Sres. Drake y comp.-Pasag. 21 parA! esta y 133 de trA!nsito.",cap.,Windle,"He New York en 6 dins vapor amer. Empire City. cap. Windle, ton. 1751 con diner, A! los Sres. Drake y comp.-Pasag. 21 parA! esta y 133 de trA!nsito."
1853-01-21,E,1853-01-03,17dias,1853-01-20,Filadelfia,nan,La Habana,"hers, amer.",Grey Hound,"con carbon, A  .J. K. Angueira.",cap.,Pierce,"De Filadelfia en 17 dias hers, amer. Grey Hound, cap. Pierce, ton. 21, con carbon, A  .J. K. Angueira."
1853-01-23,E,1853-01-13,9dias,1853-01-22,New-Part,nan,La Habana,"frag, am.",J. A. Hazard,"con viveres, A! D. S. C. Burnham y comp. De Matanzas en t dia vapor franc. de guerra L'Ardent, comanSante Mr. Derous.ier.",cap,Gardner,"e New-Part en 9 dias frag, am. J. A. Hazard, cap Gardner, too. 291, con viveres, A! D. S. C. Burnham y comp. De Matanzas en t dia vapor franc. de guerra L'Ardent, comanSante Mr. Derous.ier."
1853-01-26,E,1852-11-26,60dias,1853-01-25,Liverpool,nan,La Habana,berg.,Ing. Lucy Sharps,"cou mercatris, A  los Sres. Lawin Toime.",cap.,Gibbs,"De Liverpool en 60 dias berg. Ing. Lucy Sharps, cap. Gibbs, ton. 270, cou mercatris, A  los Sres. Lawin Toime."
1853-01-26,E,1853-01-08,17dias,1853-01-25,Wise sett,nan,La Habana,berg. an.,Hesperus,"con e.va-es, a . I. Morison c p.",cap.,(base,"De Wise sett en 17 dias berg. an. Hesperus, cap. (base, too. 170, con e.va-es, a . I. Morison c p."
1853-02-02,E,1853-01-07,25dia,1853-02-01,Filadeilia,nan,La Habana,berg. am.,Angola,"con mercancies, A! los Sres. Herrera, M. y comp. A los 3 dias de sn salida y como A! las 5 de la madrugada fuA(c) abordad este buque por una fragata que no pudo conocer A! causa del fuerte viento, hibicadolo desarbolado del bauprA(c)s, mastelero. de velacho y mayor.",capitan,Mortor,"e Filadeilia en 25 dia berg. am. Angola, capitan Mortor, ton. 163, con mercancies, A! los Sres. Herrera, M. y comp. A los 3 dias de sn salida y como A! las 5 de la madrugada fuA(c) abordad este buque por una fragata que no pudo conocer A! causa del fuerte viento, hibicadolo desarbolado del bauprA(c)s, mastelero. de velacho y mayor."
1853-02-05,E,1852-12-18,48dies,1853-02-04,Barcelona,nan,La Habana,frag. esp.,Sirens,"con frutos, A  los Sres. Sotolongo, A. y comp.-Pasegeros 32.",capitan,Boix,"e Barcelona en 48 dies frag. esp. Sirens, capitan Boix, ton, 500, con frutos, A  los Sres. Sotolongo, A. y comp.-Pasegeros 32."
1853-02-05,E,1852-11-27,69dias,1853-02-04,o Mallora,nan,La Habana,pol. esp.,Isabel,"con frutos, A! D. F. Ventosa.",cap.,Palmer,"Do Mallora en 69 dias pol. esp. Isabel, cap. Palmer, ton. 156, con frutos, A! D. F. Ventosa."
1853-02-05,E,1852-12-04,62dias,1853-02-04,l Havre,nan,La Habana,frag. franc.,Clementine,"con mercancias, & los Sres Mangoaga, D. y comp.-Fasag 10, De Wilmington ea 8 dias gol. am. H Annah, cap: Douglas, ton. 140, con maderas, A! los Sres. Crawford y Echarte.",cap.,Touret.,"Del Havre en 62 dias frag. franc. Clementine, cap. Touret. ton. 300, con mercancias, & los Sres Mangoaga, D. y comp.-Fasag 10, De Wilmington ea 8 dias gol. am. H Annah, cap: Douglas, ton. 140, con maderas, A! los Sres. Crawford y Echarte."
1853-02-05,E,1852-12-23,43dias,1853-02-04,CA!diz,nan,La Habana,frag. de,S. M. Perla,"y Tenerife en 106 dias gol. esp Galga, cap. Lanciries, ton. 138 con mercancAas, & D. G. Starrer y comp, De Halifax en 19 dias berg. ing. Vivid, cap- Kendrick, ton. 110 con bachao, A! D. A. Kobbe y comp.",o D.,"Rafael Taverr.
De Hamburge","De CA!diz en 43 dias frag. de S. M. Perla, su comandante el capitan de navio D. Rafael Taverr.
De Hamburge, Hover y Tenerife en 106 dias gol. esp Galga, cap. Lanciries, ton. 138 con mercancAas, & D. G. Starrer y comp, De Halifax en 19 dias berg. ing. Vivid, cap- Kendrick, ton. 110 con bachao, A! D. A. Kobbe y comp."
1853-02-16,E,1853-02-10,5dias,1853-02-15,Aspinwall,nan,La Habana,vapor am.,El Dorado,"IC49, en lastre, A! los Sres. Drake y comp.-Pasag. 46 le transito.",cap.,Schenke,"e Aspinwall en 5 dias vapor am. El Dorado, cap. Schenke, ten. IC49, en lastre, A! los Sres. Drake y comp.-Pasag. 46 le transito."
1853-02-16,E,1853-02-07,8dias,1853-02-15,Veracruz Tarapico,nan,La Habana,vapor inp.,Trent,con dinero al St. cousut inglA(c)s.-Pasag. 38.,cap.,Bevis,"De Veracruz Tarapico en 8 dias vapor inp. Trent, cap. Bevis, ton. 378. con dinero al St. cousut inglA(c)s.-Pasag. 38."
1853-02-16,E,1853-02-08,7dias,1853-02-15,Suvannah,nan,La Habana,b.rg. am.,Robert E. Lawton,con arroz. A! D.S. C. Burnham y comp.,cap.,Gard Der. Lon.,"De Suvannah en 7 dias b.rg. am. Robert E. Lawton, cap. Gard Der. Lon. 19, con arroz. A! D.S. C. Burnham y comp."
1853-02-16,E,1853-02-02,13dias,1853-02-15,Savanna,nan,La Habana,frag. am.,Martha Ane,"con arroz, A! los Sres, Herrera, M. y comp.",cap.,Bahcok,"De Savanna en 13 dias frag. am. Martha Ane, cap. Bahcok, ton 216, con arroz, A! los Sres, Herrera, M. y comp."
1853-02-20,E,1853-01-31,19dias,1853-02-19,Portland,nan,La Habana,frag. am.,Lunette,"226, con maderas, A! los Sres. Adot, S. y comp. Da Veracruz en 16 lius freg. franc, Charles, cap. Odievre, ton 20, on lastre, al capitar.-Pasak. 10.",capitan,Monuford,"e Portland en 19 dias frag. am. Lunette, capitan Monuford, oy, 226, con maderas, A! los Sres. Adot, S. y comp. Da Veracruz en 16 lius freg. franc, Charles, cap. Odievre, ton 20, on lastre, al capitar.-Pasak. 10."
1853-03-01,E,1853-02-08,20dias,1853-02-28,Portland,nan,La Habana,berg. am.,Fawn,"127, con maderas y envases, a los Sres. Drake y comp.",cap.,Hoyt,"e Portland en 20 dias berg. am. Fawn, cap. Hoyt, ten: 127, con maderas y envases, a los Sres. Drake y comp."
1853-03-01,E,1853-02-18,10dias,1853-02-28,Boston,nan,La Habana,berg. am.,S. Merrill,"197, con viveresy maderas, & los Stes. Adot, S. y cotap.",cap.,Means,"De Boston en 10 dias berg. am. S. Merrill, cap. Means, ten. 197, con viveresy maderas, & los Stes. Adot, S. y cotap."
1853-03-01,E,1853-02-08,20dias,1853-02-28,...De Portland,nan,La Habana,gel. am.,Cambridge,"150, con viveres y maderas, A! los Sres. Drake y comp.",cap.,Haven,"...De Portland en 20 dias gel. am. Cambridge, cap. Haven, tonel. 150, con viveres y maderas, A! los Sres. Drake y comp."
1853-03-01,E,1852-10-26,125dias,1853-02-28,San Sebastian,el Ferrol,La Habana,berg. esp.,Nuevo Carmencita,"con barina y ferreteria, A! los Sres. Gutierrez y Casal. Pusag. 92.",cap.,Alday,"De San Sebastian y el Ferrol en 125 dias berg. esp. Nuevo Carmencita, cap. Alday, ton. 185. con barina y ferreteria, A! los Sres. Gutierrez y Casal. Pusag. 92."
1853-03-01,E,1852-11-16,104dias,1853-02-28,Londres,CamariA+-as,La Habana,"berk, esp.",Juan Emilio,"176. con mercancias, a los Sres. Mangoaga, D. y cA""top.",cap.,Cucullo,"De Londres y CamariA+-as en 104 dias berk, esp. Juan Emilio cap. Cucullo, tou. 176. con mercancias, a los Sres. Mangoaga, D. y cA""top."
1853-03-01,E,1852-11-10,110dias,1853-02-28,Santander,Ferrol,La Habana,frag. esp.,Carolloa,"ton, 219, con barinn, A! los Sres. Drake y comp.-Pasag. 12. Do Filadella en it dies frag. am. Louisa, cap. Lindsey, ton. 191 coax.seres, A  les Sres. Cahuzao H.",cap.,La,"De Santander y Ferrol en 110 dias frag. esp. Carolloa, cap. La far, ton, 219, con barinn, A! los Sres. Drake y comp.-Pasag. 12. Do Filadella en it dies frag. am. Louisa, cap. Lindsey, ton. 191 coax.seres, A  les Sres. Cahuzao H."
1853-03-01,E,1853-02-15,13dias,1853-02-28,",De Georgetown",Cardenas,La Habana,gol. am.,Abaco,"con made.as, al capitan.",capitan,Paik,",De Georgetown y Cardenas en 13 dias gol. am. Abaco, capitan Paik, ton. 135, con made.as, al capitan."
1853-03-11,E,1853-03-06,4dias,1853-03-10,o Aspinwall,nan,La Habana,vapor am.,Ohio,"ton. 3000, cou 2. 00,00 S, a los Sres, Drake y comp.-Pasageros 4",cap.,Harste.,"o Aspinwall en 4 dias vapor am. Ohio, cap. Harste. ne, ton. 3000, cou 2. 00,00 S, a los Sres, Drake y comp.-Pasageros 4"
1853-03-11,E,1853-01-24,45dias,1853-03-10,Newport,nan,La Habana,frag. sueca,Scondis,"461, con carbon. a D. G S'haer y con p,",cap.,Bergenstrach,"De Newport en 45 dias frag. sueca Scondis, cap. Bergenstrach, ten. 461, con carbon. a D. G S'haer y con p,"
1853-03-11,E,1853-03-03,7dias,1853-03-10,l Caimito,nan,La Habana,herg. amer.,Marine,"con mieles, &D J. Garitraburu le Bosion en 17 dins frag. am. Peterhoff, cap. Woodbury, ton. 493, con envaser, & D. R. Morison y comp.-Parag.",cap.,Mac Crillis,"Del Caimito en 7 dias herg. amer. Marine, cap. Mac Crillis, ton. 115, con mieles, &D J. Garitraburu le Bosion en 17 dins frag. am. Peterhoff, cap. Woodbury, ton. 493, con envaser, & D. R. Morison y comp.-Parag."
1853-03-11,E,1853-02-20,18dias,1853-03-10,Guadalupe,nan,La Habana,oerg. franc.,Eh Bien,"enlere, & los Sres. Zaagrniz. H. y comp",capitan,Clarise,"De Guadalupe en 18 dias oerg. franc. Eh Bien, capitan Clarise, San.), enlere, & los Sres. Zaagrniz. H. y comp"
1853-03-11,E,1853-01-29,40dias,1853-03-10,Liverpool,nan,La Habana,frag. ing.,Calcuta,"161, en lastre, al capitan.",cap.,Loring,"De Liverpoolen 40 dias frag. ing. Calcuta, cap. Loring, tonel. 161, en lastre, al capitan."
1853-03-22,E,1853-02-09,40dias,1853-03-21,liverpool,nan,La Habana,fraz. e.,Maris Juan,"ton. 22, con merencias, a las Sre, Lawton",cap.,Ugarte,"De liverpool en 40 dias fraz. e. Maris Juan, cap. Ugarte, ton. 22, con merencias, a las Sre, Lawton"""
1853-03-22,E,1853-03-16,5dias,1853-03-21,Boston,nan,La Habana,frag. am.,Scott Dyer,a expitan.,cap.,Itill,"De Boston en 5 dias frag. am. Scott Dyer, cap. Itill, ton. 51 colc, a expitan."
1853-03-22,E,1853-03-16,5dias,1853-03-21,Marze Puerto Reil,nan,La Habana,vapor de,S.M. B. Devasta-1,"en 10 das pail, no. M rein, cap. Sproul, ton. 157, con ho yes Varies, A! los Sres, Utriei, P. y romp,",e,"Mr. Campbell.
De Narf","Marze Puerto Reil en 5 dias vapor de S.M. B. Devasta-1 lion, comandante Mr. Campbell.
De Narf ik en 10 das pail, no. M rein, cap. Sproul, ton. 157, con ho yes Varies, A! los Sres, Utriei, P. y romp,"
1853-03-22,E,1853-03-16,5dias,1853-03-21,Madera,nan,La Habana,vapor de,S. M. B. Medea,"berz. eso. Esperarza, capitan Ribera, ton. 1, con hartaa, a los Stes. Fontanills v L.lanusa.",e,"Mr. Bailey.
De Santaner y Ferroler 50","De Madera en 5 dias vapor de S. M. B. Medea, su comandante Mr. Bailey.
De Santaner y Ferroler 50 dias berz. eso. Esperarza, capitan Ribera, ton. 1, con hartaa, a los Stes. Fontanills v L.lanusa."
1853-03-23,E,1853-03-07,15dias,1853-03-22,Gunda upe,nan,La Habana,frag. franc.,Arthure,"en lastre, las ser. Zirgron:z, II: y comp.",ap.,Bichan,"De Gunda upe en 15 dias frag. franc. Arthure, eap. Bichan, ton. 217, en lastre, las ser. Zirgron:z, II: y comp."
1853-03-29,E,1853-03-13,15?,1853-03-28,New York,nan,La Habana,diasberg. amer.,Sarah Peters,"con fec.os, a D.3. R. Angueira.",c,Farland,"De New York en 15 diasberg. amer. Sarah Peters, capit. Mac Farland, ton. 27, con fec.os, a D.3. R. Angueira."
1853-03-29,E,1853-03-20,8dias,1853-03-28,Da Sunderland,nan,La Habana,berg. ing.,Atalanta,"con carbon, los Sres. Law'on y Tulme.",cap.,Morris,"Da Sunderland en 8dias berg. ing. Atalanta, cap. Morris, ton. 20, con carbon, los Sres. Law'on y Tulme."
1853-03-29,E,1853-03-03,25dias,1853-03-28,New York,nan,La Habana,"fag, dan.",Hercules,"510, en lastregA!los Sres, Balbiani y comp.",cap.,Ahlman,"De New York en 25 dias fag, dan. Hercules, cap. Ahlman, tan. 510, en lastregA!los Sres, Balbiani y comp."
1853-03-31,E,1853-03-24,6dias,1853-03-30,a ja CoruA+-a,nan,La Habana,frag. exp.,Nueva Luisa,"con frutes, a los Sces Noriega, 0. v comp.-Passez. 116.",cap.,Fane,"Da ja CoruA+-a en 6 dias frag. exp. Nueva Luisa, cap. Fane, ton. -28), con frutes, a los Sces Noriega, 0. v comp.-Passez. 116."
1853-03-31,E,1853-03-26,4dis,1853-03-30,New Orleans,nan,La Habana,berg. am.,Kite,"con viveres, a los Sres, sama y conip.-Pasig. 7.",ap.,Radovich,"De New Orleans en 4 dis berg. am. Kite rap. Radovich, ton. 195, con viveres, a los Sres, sama y conip.-Pasig. 7."
1853-03-31,E,1853-01-19,70dias,1853-03-30,allorca,nan,La Habana,pol. esp.,Linda,"com frutos, a les Sres, Saina y cemp.",cap.,Fiot,"Dallorca en 70 dias pol. esp. Linda, cap. Fiot, ton. 136, com frutos, a les Sres, Saina y cemp."
1853-04-06,E,1853-03-06,30dies,1853-04-05,B. Santander,nan,La Habana,freg. sp.,Pera,"'. con hari, Sree. Samy co-Paras. 18.",cap.,Pola,"B. Santander en 30 dies freg. sp. Pera, cap. Pola, ton. n. '. con hari, Sree. Samy co-Paras. 18."
1853-04-09,E,1853-03-29,10dias,1853-04-08,a Wilmington,nan,La Habana,borg. ain,S.,"con envases, A! D. S. G. Burnham y comp.",cap.,Alry,"Da Wilmington en 10 dias borg. ain S. 1. Brown, cap. Alry, ton, 182, con envases, A! D. S. G. Burnham y comp."
1853-04-09,E,1853-03-22,17dias,1853-04-08,Partland,nan,La Habana,frag. am.,Gov. Parris,"275, con maderas, & D. S. C. Eunhain y cynip.",cap.,York,"De Partland en 17 dias frag. am. Gov. Parris, cap. York, tonel 275, con maderas, & D. S. C. Eunhain y cynip."
1853-04-09,E,1853-04-05,3dias,1853-04-08,Be Besten,nan,La Habana,brz. g.,Rambler,"m efoctor, al capitan.",ap.,Mac Kianon,"Be Besten en 3 dias brz. g. Rambler, Cap. Mac Kianon, ton 182, m efoctor, al capitan."
1853-04-09,E,1853-03-18,21dias,1853-04-08,a New-York,nan,La Habana,frag. belga,Eureps,"379,en Indricos, D. E. Meerty comp. De Arberes en 19 dias berg, esp. Juan Matilde, cap. Lacertua, ton, 155, con merancis, 4 los Sres: Mangoaza, D. y rotnp. De Filade lia en is diss berg. am. Enoch Pratt, cap. Brighman, ton. 194, con carban, a los res. Dr ke y comp.",cap.,Devoort,"a New-York en 21 dias frag. belga Eureps, cap. Devoort, tou. 379,en Indricos, D. E. Meerty comp. De Arberes en 19 dias berg, esp. Juan Matilde, cap. Lacertua, ton, 155, con merancis, 4 los Sres: Mangoaza, D. y rotnp. De Filade lia en is diss berg. am. Enoch Pratt, cap. Brighman, ton. 194, con carban, a los res. Dr ke y comp."
1853-04-09,E,1853-04-05,3dias,1853-04-08,l'ortland,nan,La Habana,berk. am.,Atesis,"con mad 146, s Sres, Dzake y pap.",cap.,Haskell,"De l'ortland en 3 dias berk. am. Atesis, cap. Haskell, ton. 167, con mad 146, s Sres, Dzake y pap."
1853-04-09,E,1853-03-27,12dias,1853-04-08,s New York,nan,La Habana,frag. am.,Ciara Aan,"en lenire, a los Stes. Drake y cump.",cap.,Hath,"Ds New York en 12 dias frag. am. Ciara Aan, cap. Hath, too. 4z, en lenire, a los Stes. Drake y cump."
1853-04-09,E,1853-03-08,31dias,1853-04-08,Torranova,nan,La Habana,berg. ing.,Banshee,"con bacale, a las Sith, Drake y remp.",cap.,Arnstreng,"De Torranova en 31 dias berg. ing. Banshee, cap. Arnstreng to:, 1), con bacale, a las Sith, Drake y remp."
1853-04-09,E,1853-03-17,22?,1853-04-08,Prilant,nan,La Habana,ifigsberg. amer.,Geo. Marion,"175, can envases, alus Srer. Adot. S. y romp.",cap.,Bibber,"De Prilant en 22 ifigsberg. amer. Geo. Marion, cap. Bibber, fon, 175, can envases, alus Srer. Adot. S. y romp."
1853-04-12,E,1853-03-27,15dias,1853-04-11,Reston,nan,La Habana,frag. am.,Lady Knight,"con bielo, & D. R. Marison comp.",capitan,Choate,"e Reston en 15 dias frag. am. Lady Knight, capitan Choate, ton. 50, con bielo, & D. R. Marison comp."
1853-04-12,E,1853-03-27,15dias,1853-04-11,. Guadalupe,nan,La Habana,"frig, franc.",Victoire,"cun ladrillos, A! los Sies Zangrentz, H. y comp.",cap.,Levailladt,"D. Guadalupe en 15 dias frig, franc. Victoire, cap. Levailladt, ton, 289, cun ladrillos, A! los Sies Zangrentz, H. y comp."
1853-04-12,E,1853-03-23,19dias,1853-04-11,Pornd,nan,La Habana,berg. an.,Harrirt Newell,"co maderas, a les Sres. Drake y comp",cap.,Warren,"De Pornd en 19 dias berg. an. Harrirt Newell, cap. Warren, ton. 201, co maderas, a les Sres. Drake y comp"
1853-04-12,E,1853-02-20,50dias,1853-04-11,o Santander,nan,La Habana,pop.,Acaucia,"con harin A! los res, Ricart, H. 'y Cp.",cap.,Millet,"Do Santander en 50 dias pop. Acaucia, cap. Millet, ton. 200, con harin A! los res, Ricart, H. 'y Cp."
